scientific_name,year_discovered,family_scientific_name
"Leiopicus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Veniliornis Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Reinwardtipicus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Blythipicus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Mulleripicus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Eolophus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Cacatuidae')
"Myiopsitta Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Pionopsitta Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Graydidascalus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Cyanoliseus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Rhynchopsitta Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Cyanopsitta Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Purpureicephalus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Barnardius Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Prosopeia Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Cyanoramphus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Psitteuteles Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Glossopsitta Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Erythropitta Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Pittidae')
"Sayornis Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Haematoderus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Porphyrolaema Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Corapipo Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Lepidothrix Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Machaeropterus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Ceratopipra Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Schiffornis Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Tityridae')
"Cissomela Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Calicalicus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Leptopterus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Cyanolanius Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Pomarea Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Monarchidae')
"Metabolus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Monarchidae')
"Symposiachrus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Monarchidae')
"Elminia Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Stenostiridae')
"Cephalopyrus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Paridae')
"Apalopteron Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Poeoptera Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Ixoreus Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Agricola Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Fraseria Bonaparte, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Mesitornis Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Mesitornithidae')
"Streptopelia Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Metriopelia Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Uropelia Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Pampusana Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Drepanoptila Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Leucogeranus Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Gruidae')
"Fregetta Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Oceanitidae')
"Ephippiorhynchus Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Ciconiidae')
"Zebrilus Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Gorsachius Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Bubulcus Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Phedina Bonaparte, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Hirundinidae')
"Nothocercus Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Tinamidae')
"Cyanochen Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Pipile Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Cracidae')
"Peliperdix Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Ophrysia Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Canirallus Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Mustelirallus Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Pardirallus Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Rougetius Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Micropygia Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Rufirallus Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Rollandia Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Podicipedidae')
"Phoenicoparrus Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Phoenicopteridae')
"Hoploxypterus Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Eudyptula Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Spheniscidae')
"Pagodroma Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Halobaena Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Pterodroma Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Microcarbo Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Phalacrocoracidae')
"Urile Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Phalacrocoracidae')
"Leucocarbo Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Phalacrocoracidae')
"Pyrilia Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Pyrrhura Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Geospizopsis Bonaparte, 1856",1856,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Nyctiprogne Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Caprimulgidae')
"Nyctiphrynus Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Caprimulgidae')
"Bolborhynchus Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Primolius Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Ognorhynchus Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Gymnopithys Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Myiodynastes Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Bleda Bonaparte, 1857",1857,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Xenoligea Bond, J, 1967",1967,(SELECT scientific_name FROM families WHERE scientific_name = 'Phaenicophilidae')
"Rollulus Bonnaterre, 1791",1791,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Heliornis Bonnaterre, 1791",1791,(SELECT scientific_name FROM families WHERE scientific_name = 'Heliornithidae')
"Turnix Bonnaterre, 1791",1791,(SELECT scientific_name FROM families WHERE scientific_name = 'Turnicidae')
"Pinguinus Bonnaterre, 1791",1791,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Anastomus Bonnaterre, 1791",1791,(SELECT scientific_name FROM families WHERE scientific_name = 'Ciconiidae')
"Cinclus Borkhausen, 1797",1797,(SELECT scientific_name FROM families WHERE scientific_name = 'Cinclidae')
"Acanthis Borkhausen, 1797",1797,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Mundia Bourne, Ashmole & Simmons, 2003",2003,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Crypturellus Brabourne & Chubb, C, 1914",1914,(SELECT scientific_name FROM families WHERE scientific_name = 'Tinamidae')
"Namibornis Bradfield, 1935",1935,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Chenonetta Brandt, JF, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Nettapus Brandt, JF, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Brachyramphus Brandt, JF, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Synthliboramphus Brandt, JF, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Ptychoramphus Brandt, JF, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Isleria Bravo, Chesser & Brumfield, 2012",2012,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Ammonastes Bravo, Isler, ML & Brumfield, 2013",2013,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Sciaphylax Bravo, Isler, ML & Brumfield, 2013",2013,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Poliocrania Bravo, Isler, ML & Brumfield, 2013",2013,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Euchrepomis Bravo, Remsen, Whitney & Brumfield, 2012",2012,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Montifringilla Brehm, CL, 1828",1828,(SELECT scientific_name FROM families WHERE scientific_name = 'Passeridae')
"Gelochelidon Brehm, CL, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Rhea Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Rheidae')
"Casuarius Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Casuariidae')
"Anhima Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Anhimidae')
"Anser Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Lagopus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Perdix Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Gallus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Polytmus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Mellisuga Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Raphus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Gallinula Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Porphyrio Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Balearica Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Gruidae')
"Grus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Gruidae')
"Himantopus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Recurvirostridae')
"Vanellus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Pluvialis Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Jacana Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Jacanidae')
"Numenius Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Limosa Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Arenaria Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Gallinago Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Phalaropus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Glareola Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Glareolidae')
"Stercorarius Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Stercorariidae')
"Uria Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Fratercula Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Spheniscus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Spheniscidae')
"Puffinus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Ciconia Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Ciconiidae')
"Sula Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Sulidae')
"Anhinga Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Anhingidae')
"Phalacrocorax Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Phalacrocoracidae')
"Cochlearius Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Scopus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Scopidae')
"Aquila Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Accipiter Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Asio Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Colius Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Coliidae')
"Trogon Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Trogonidae')
"Todus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Todidae')
"Momotus Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Momotidae')
"Galbula Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Galbulidae')
"Bucco Brisson, 1760",1760,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucconidae')
