scientific_name,common_name,year_discovered,genus_scientific_name
"Asthenes baeri (Berlepsch, 1906)",Short-billed Canastero,1906,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Asthenes Reichenbach, 1853')"
"Zimmerius petersi (Berlepsch, 1907)",Venezuelan Tyrannulet,1907,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zimmerius Traylor, 1977')"
"Myiothlypis chlorophrys (Berlepsch, 1907)",Choco Warbler,1907,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Myiothlypis Cabanis, 1851')"
"Arremon phygas (Berlepsch, 1912)",Paria Brushfinch,1912,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arremon Vieillot, 1816')"
"Conothraupis mesoleuca (Berlioz, 1939)",Cone-billed Tanager,1939,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Conothraupis Sclater, PL, 1880')"
"Contopus albogularis (Berlioz, 1962)",White-throated Pewee,1962,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Contopus Cabanis, 1855')"
"Drymophila rubricollis (Bertoni, AW, 1901)",Bertonis Antbird,1901,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Drymophila Swainson, 1824')"
"Pulsatrix koeniswaldiana (Bertoni, MS & Bertoni, AW, 1901)",Tawny-browed Owl,1901,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pulsatrix Kaup, 1848')"
"Pterorhinus koslowi (Bianchi, 1905)",Tibetan Babax,1905,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pterorhinus Swinhoe, 1868')"
"Hypsipetes thompsoni (Bingham, 1900)",White-headed Bulbul,1900,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hypsipetes Vigors, 1831')"
"Spelaeornis reptatus (Bingham, 1903)",Grey-bellied Wren-Babbler,1903,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Spelaeornis David, A & Oustalet, 1877')"
"Poospiza rufosuperciliaris (Blake & Hocking, 1974)",Rufous-browed Hemispingus,1974,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Poospiza Cabanis, 1847')"
"Cnemathraupis aureodorsalis (Blake & Hocking, 1974)",Golden-backed Mountain Tanager,1974,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cnemathraupis Penard, TE, 1919')"
"Poecilotriccus albifacies (Blake, 1959)",White-cheeked Tody-Flycatcher,1959,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Poecilotriccus Berlepsch, 1884')"
"Sholicola albiventris (Blanford, 1868)",White-bellied Blue Robin,1868,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Sholicola Robin, Vishnudas, Gupta, Rheindt, Hooper, Ramakrishnan & Reddy, 2017')"
"Montecincla fairbanki (Blanford, 1869)",Palani Laughingthrush,1869,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Montecincla Robin, Vishnudas, Gupta, Rheindt, Hooper, Ramakrishnan & Reddy, 2017')"
"Serinus flavivertex (Blanford, 1869)",Yellow-crowned Canary,1869,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Serinus Koch, 1816')"
"Pyrgilauda ruficollis (Blanford, 1871)",Rufous-necked Snowfinch,1871,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pyrgilauda Bonaparte, 1850')"
"Hemitesia pallidipes (Blanford, 1872)",Pale-footed Bush Warbler,1872,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hemitesia Chapin, 1948')"
"Agraphospiza rubescens (Blanford, 1872)",Blanfords Rosefinch,1872,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Agraphospiza Zuccon, Prs-Jones, Rasmussen & Ericson, 2012')"
"Montecincla meridionalis (Blanford, 1880)",Ashambu Laughingthrush,1880,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Montecincla Robin, Vishnudas, Gupta, Rheindt, Hooper, Ramakrishnan & Reddy, 2017')"
"Phylloscopus borealis (Blasius, JH, 1858)",Arctic Warbler,1858,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phylloscopus Boie, F, 1826')"
"Aramidopsis plateni (Blasius, W, 1886)",Snoring Rail,1886,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aramidopsis Sharpe, 1893')"
"Hypsipetes platenae (Blasius, W, 1888)",Sangihe Golden Bulbul,1888,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hypsipetes Vigors, 1831')"
"Ficedula platenae (Blasius, W, 1888)",Palawan Flycatcher,1888,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ficedula Brisson, 1760')"
"Pachycephala homeyeri (Blasius, W, 1890)",White-vented Whistler,1890,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pachycephala Vigors, 1825')"
"Dasycrotapha plateni (Blasius, W, 1890)",Mindanao Pygmy Babbler,1890,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dasycrotapha Tweeddale, 1878')"
"Ptilocichla mindanensis (Blasius, W, 1890)",Striated Wren-Babbler,1890,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ptilocichla Sharpe, 1877')"
"Ciconia stormi (Blasius, W, 1896)",Storms Stork,1896,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ciconia Brisson, 1760')"
"Accipiter nanus (Blasius, W, 1897)",Dwarf Sparrowhawk,1897,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Accipiter Brisson, 1760')"
"Chlorodrepanis flava (Bloxam, A, 1827)",Oahu Amakihi,1827,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chlorodrepanis Perkins, 1899')"
"Pternistis harwoodi (Blundell & Lovat, 1899)",Harwoods Spurfowl,1899,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pternistis Wagler, 1832')"
"Oenanthe dubia (Blundell & Lovat, 1899)",Sombre Rock Chat,1899,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Oenanthe Vieillot, 1816')"
"Vanellus cinereus (Blyth, 1842)",Grey-headed Lapwing,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Vanellus Brisson, 1760')"
"Aviceda jerdoni (Blyth, 1842)",Jerdons Baza,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aviceda Swainson, 1836')"
"Psilopogon franklinii (Blyth, 1842)",Golden-throated Barbet,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psilopogon Mller, S, 1836')"
"Edolisoma coerulescens (Blyth, 1842)",Blackish Cuckooshrike,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Edolisoma Pucheran, 1853')"
"Alcurus striatus (Blyth, 1842)",Striated Bulbul,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Alcurus Blyth, 1843')"
"Ixodia cyaniventris (Blyth, 1842)",Grey-bellied Bulbul,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ixodia Blyth, 1845')"
"Phylloscopus inornatus (Blyth, 1842)",Yellow-browed Warbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phylloscopus Boie, F, 1826')"
"Phylloscopus fuscatus (Blyth, 1842)",Dusky Warbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phylloscopus Boie, F, 1826')"
"Phylloscopus reguloides (Blyth, 1842)",Blyths Leaf Warbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phylloscopus Boie, F, 1826')"
"Cyanoderma erythropterum (Blyth, 1842)",Chestnut-winged Babbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanoderma Salvadori, 1874')"
"Pomatorhinus superciliaris (Blyth, 1842)",Slender-billed Scimitar Babbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pomatorhinus Horsfield, 1821')"
"Malacopteron affine (Blyth, 1842)",Sooty-capped Babbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Malacopteron Eyton, 1839')"
"Pellorneum rostratum (Blyth, 1842)",White-chested Babbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pellorneum Swainson, 1832')"
"Kenopia striata (Blyth, 1842)",Striped Wren-Babbler,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Kenopia Gray, GR, 1869')"
"Zoothera mollissima (Blyth, 1842)",Alpine Thrush,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zoothera Vigors, 1832')"
"Niltava grandis (Blyth, 1842)",Large Niltava,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Niltava Hodgson, 1837')"
"Prunella himalayana (Blyth, 1842)",Altai Accentor,1842,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Prunella Vieillot, 1816')"
"Hierococcyx nisicolor (Blyth, 1843)",Hodgsons Hawk-Cuckoo,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hierococcyx Mller, S, 1845')"
"Rhyticeros subruficollis (Blyth, 1843)",Plain-pouched Hornbill,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhyticeros Reichenbach, 1849')"
"Dryobates cathpharius (Blyth, 1843)",Crimson-naped Woodpecker,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dryobates Boie, F, 1826')"
"Microhierax melanoleucos (Blyth, 1843)",Pied Falconet,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Microhierax Sharpe, 1874')"
"Hydrornis cyaneus (Blyth, 1843)",Blue Pitta,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hydrornis Blyth, 1843')"
"Chelidorhynx hypoxanthus (Blyth, 1843)",Yellow-bellied Fantail,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chelidorhynx Blyth, 1843')"
"Trochalopteron imbricatum (Blyth, 1843)",Bhutan Laughingthrush,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Trochalopteron Blyth, 1843')"
"Trochalopteron affine (Blyth, 1843)",Black-faced Laughingthrush,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Trochalopteron Blyth, 1843')"
"Geokichla wardii (Blyth, 1843)",Pied Thrush,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Geokichla Mller, S, 1836')"
"Brachypteryx cruralis (Blyth, 1843)",Himalayan Shortwing,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Brachypteryx Horsfield, 1821')"
"Ficedula hyperythra (Blyth, 1843)",Snowy-browed Flycatcher,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ficedula Brisson, 1760')"
"Ficedula sapphira (Blyth, 1843)",Sapphire Flycatcher,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ficedula Brisson, 1760')"
"Dicaeum melanozanthum (Blyth, 1843)",Yellow-bellied Flowerpecker,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dicaeum Cuvier, 1816')"
"Dicaeum ignipectus (Blyth, 1843)",Fire-breasted Flowerpecker,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dicaeum Cuvier, 1816')"
"Prunella strophiata (Blyth, 1843)",Rufous-breasted Accentor,1843,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Prunella Vieillot, 1816')"
"Cyanoderma chrysaeum (Blyth, 1844)",Golden Babbler,1844,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanoderma Salvadori, 1874')"
"Cyanoderma pyrrhops (Blyth, 1844)",Black-chinned Babbler,1844,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanoderma Salvadori, 1874')"
"Erythrogenys hypoleucos (Blyth, 1844)",Large Scimitar Babbler,1844,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Erythrogenys Baker, ECS, 1930')"
"Malacopteron albogulare (Blyth, 1844)",Grey-breasted Babbler,1844,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Malacopteron Eyton, 1839')"
"Laticilla burnesii (Blyth, 1844)",Rufous-vented Grass Babbler,1844,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Laticilla Blyth, 1845')"
"Argya earlei (Blyth, 1844)",Striated Babbler,1844,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Argya Lesson, RP, 1831')"
"Chloropsis jerdoni (Blyth, 1844)",Jerdons Leafbird,1844,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Chloropsis Jardine & Selby, 1827')"
"Apus leuconyx (Blyth, 1845)",Blyths Swift,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Apus Scopoli, 1777')"
"Strix nivicolum (Blyth, 1845)",Himalayan Owl,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Strix Linnaeus, 1758')"
"Yungipicus canicapillus (Blyth, 1845)",Grey-capped Pygmy Woodpecker,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Yungipicus Bonaparte, 1854')"
"Dendrocopos darjellensis (Blyth, 1845)",Darjeeling Woodpecker,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dendrocopos Koch, 1816')"
"Meiglyptes jugularis (Blyth, 1845)",Black-and-buff Woodpecker,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Meiglyptes Swainson, 1837')"
"Lophophanes dichrous (Blyth, 1845)",Grey-crested Tit,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lophophanes Kaup, 1829')"
"Alaudala raytal (Blyth, 1845)",Sand Lark,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Alaudala Horsfield & Moore, F, 1858')"
"Tricholestes criniger (Blyth, 1845)",Hairy-backed Bulbul,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Tricholestes Salvadori, 1874')"
"Hemixos cinereus (Blyth, 1845)",Cinereous Bulbul,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Hemixos Blyth, 1845')"
"Ixos malaccensis (Blyth, 1845)",Streaked Bulbul,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Ixos Temminck, 1825')"
"Horornis flavolivaceus (Blyth, 1845)",Aberrant Bush Warbler,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Horornis Hodgson, 1845')"
"Aegithalos iouschistos (Blyth, 1845)",Rufous-fronted Bushtit,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Aegithalos Hermann, 1804')"
"Phylloscopus occipitalis (Blyth, 1845)",Western Crowned Warbler,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phylloscopus Boie, F, 1826')"
"Locustella thoracica (Blyth, 1845)",Spotted Bush Warbler,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Locustella Kaup, 1829')"
"Lioparus chrysotis (Blyth, 1845)",Golden-breasted Fulvetta,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lioparus Oates, 1889')"
"Spelaeornis caudatus (Blyth, 1845)",Rufous-throated Wren-Babbler,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Spelaeornis David, A & Oustalet, 1877')"
"Carpodacus puniceus (Blyth, 1845)",Red-fronted Rosefinch,1845,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Carpodacus Kaup, 1829')"
"Otus spilocephalus (Blyth, 1846)",Mountain Scops Owl,1846,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Otus Pennant, 1769')"
"Psittacula caniceps (Blyth, 1846)",Nicobar Parakeet,1846,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psittacula Cuvier, 1800')"
"Terpsiphone affinis (Blyth, 1846)",Blyths Paradise Flycatcher,1846,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Terpsiphone Gloger, 1827')"
"Urocissa flavirostris (Blyth, 1846)",Yellow-billed Blue Magpie,1846,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Urocissa Cabanis, 1851')"
"Lonchura leucogastra (Blyth, 1846)",White-bellied Munia,1846,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Lonchura Sykes, 1832')"
"Psilopogon malabaricus (Blyth, 1847)",Malabar Barbet,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psilopogon Mller, S, 1836')"
"Pachycephala cinerea (Blyth, 1847)",Mangrove Whistler,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pachycephala Vigors, 1825')"
"Periparus rubidiventris (Blyth, 1847)",Rufous-vented Tit,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Periparus de Slys-Longchamps, 1884')"
"Machlolophus aplonotus (Blyth, 1847)",Indian Black-lored Tit,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Machlolophus Cabanis, 1851')"
"Phylloscopus poliogenys (Blyth, 1847)",Grey-cheeked Warbler,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Phylloscopus Boie, F, 1826')"
"Cyanoderma ruficeps (Blyth, 1847)",Rufous-capped Babbler,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cyanoderma Salvadori, 1874')"
"Schoeniparus cinereus (Blyth, 1847)",Yellow-throated Fulvetta,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Schoeniparus Hume, 1874')"
"Napothera malacoptila (Blyth, 1847)",Long-billed Wren-Babbler,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Napothera Gray, GR, 1842')"
"Argya rufescens (Blyth, 1847)",Orange-billed Babbler,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Argya Lesson, RP, 1831')"
"Argya huttoni (Blyth, 1847)",Afghan Babbler,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Argya Lesson, RP, 1831')"
"Zoothera neilgherriensis (Blyth, 1847)",Nilgiri Thrush,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Zoothera Vigors, 1832')"
"Geokichla spiloptera (Blyth, 1847)",Spot-winged Thrush,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Geokichla Mller, S, 1836')"
"Tarsiger hyperythrus (Blyth, 1847)",Rufous-breasted Bush Robin,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Tarsiger Hodgson, 1845')"
"Saxicola leucurus (Blyth, 1847)",White-tailed Stonechat,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Saxicola Bechstein, 1802')"
"Oenanthe picata (Blyth, 1847)",Variable Wheatear,1847,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Oenanthe Vieillot, 1816')"
"Limnodromus semipalmatus (Blyth, 1848)",Asian Dowitcher,1848,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Limnodromus Wied-Neuwied, M, 1833')"
"Rhinoptilus bitorquatus (Blyth, 1848)",Jerdons Courser,1848,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhinoptilus Strickland, 1852')"
"Arborophila rufogularis (Blyth, 1849)",Rufous-throated Partridge,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arborophila Hodgson, 1837')"
"Arborophila atrogularis (Blyth, 1849)",White-cheeked Partridge,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Arborophila Hodgson, 1837')"
"Rhaphidura leucopygialis (Blyth, 1849)",Silver-rumped Spinetail,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Rhaphidura Oates, 1883')"
"Dendrocopos atratus (Blyth, 1849)",Stripe-breasted Woodpecker,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dendrocopos Koch, 1816')"
"Dendrocopos assimilis (Blyth, 1849)",Sind Woodpecker,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Dendrocopos Koch, 1816')"
"Psittacula calthrapae (Blyth, 1849)",Layards Parakeet,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Psittacula Cuvier, 1800')"
"Periparus rufonuchalis (Blyth, 1849)",Rufous-naped Tit,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Periparus de Slys-Longchamps, 1884')"
"Cecropis hyperythra (Blyth, 1849)",Sri Lanka Swallow,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Cecropis Boie, F, 1826')"
"Pellorneum fuscocapillus (Blyth, 1849)",Brown-capped Babbler,1849,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Pellorneum Swainson, 1832')"
"Glaucidium castanotum (Blyth, 1851)",Chestnut-backed Owlet,1851,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Glaucidium Boie, F, 1826')"
"Elaphrornis palliseri (Blyth, 1851)",Sri Lanka Bush Warbler,1851,"(SELECT scientific_name FROM genera WHERE scientific_name = 'Elaphrornis Legge, 1879')"
